DateTime,Entries,UniqueIPs
1547342472,9582,9582
1547344368,9582,9582
1547346288,9581,9581
1547348188,9587,9587
1547350111,9601,9601
1547352316,9614,9614
1547354457,9690,9690
1547356364,9698,9698
1547358513,9869,9869
1547360450,9884,9884
1547362353,10136,10136
1547364283,10145,10145
1547366526,10139,10139
1547368346,10147,10147
1547370541,10178,10178
1547372692,10135,10135
1547374833,10288,10288
1547376738,10289,10289
1547378691,10289,10289
1547380576,10287,10287
1547382521,10565,10565
1547384507,10569,10569
1547386352,10564,10564
1547388531,10568,10568
1547390441,10661,10661
1547392378,10685,10685
1547394257,10692,10692
1547396261,10699,10699
1547398339,10693,10693
1547400280,10715,10715
1547402531,10729,10729
1547404368,10714,10714
1547406279,10723,10723
1547408420,10705,10705
1547410376,9939,9939
1547412256,10063,10063
1547414203,9197,9197
1547416338,7994,7994
1547418277,7139,7139
1547420536,6089,6089
1547422369,5117,5117
1547424327,4579,4579
1547426178,4592,4592
1547428364,4623,4623
1547430265,4628,4628
1547432217,4631,4631
1547434131,4632,4632
1547436299,4619,4619
1547438498,4626,4626
1547440591,4569,4569
1547442534,4564,4564
1547444420,4457,4457
1547446331,4577,4577
1547448512,4544,4544
1547450447,4544,4544
1547452623,4559,4559
1547454874,4550,4550
1547457176,4528,4528
1547459081,4546,4546
1547461255,4284,4284
1547463406,4296,4296
1547465302,4297,4297
1547467234,4312,4312
1547469273,4293,4293
1547471103,4299,4299
1547472988,4315,4315
1547474965,4337,4337
1547476827,4217,4217
1547479007,4204,4204
1547480923,4484,4484
1547482857,4499,4499
1547484737,4515,4515
1547486675,4516,4516
1547488618,4503,4503
1547490504,5200,5200
1547492533,6987,6987
1547494373,6704,6704
1547496270,6703,6703
1547498203,5378,5378
1547500365,5379,5379
1547502271,5366,5366
1547504601,5345,5345
1547506601,5359,5359
1547509172,6995,6995
1547511151,6973,6973
1547513079,6975,6975
1547514995,6957,6957
1547517158,6964,6964
1547519087,6968,6968
1547520980,6974,6974
1547522903,6983,6983
1547524892,6989,6989
1547526741,6992,6992
1547528728,7014,7014
1547530840,6966,6966
1547532776,6982,6982
1547534901,6841,6841
1547536827,6842,6842
1547538735,6838,6838
1547540672,7003,7003
1547542905,7003,7003
1547544744,7043,7043
1547546693,7045,7045
1547548860,7058,7058
1547550749,7053,7053
1547552691,7047,7047
1547554856,7070,7070
1547556761,7064,7064
1547558657,7079,7079
1547560593,7065,7065
1547562520,7038,7038
1547564526,7080,7080
1547566613,7043,7043
1547568811,6758,6758
1547570658,6771,6771
1547572575,6773,6773
1547574539,6800,6800
1547576683,6501,6501
1547578932,4881,4881
1547580772,4889,4889
1547582703,4898,4898
1547584610,4929,4929
1547586523,4933,4933
1547588437,4928,4928
1547590371,5080,5080
1547592279,5757,5757
1547594457,4332,4332
1547596364,3840,3840
1547598298,4055,4055
1547600199,4047,4047
1547602116,4052,4052
1547604100,4047,4047
1547605952,4054,4054
1547607938,4055,4055
1547609791,4060,4060
1547611974,4054,4054
1547613872,4157,4157
