DateTime,Entries,UniqueIPs
1547660098,1083,1083
1547661324,1076,1076
1547662473,1078,1078
1547663700,1071,1071
1547664953,1072,1072
1547666080,1072,1072
1547666928,1074,1074
1547667778,1072,1072
1547669690,1073,1073
1547671369,1069,1069
1547672201,1070,1070
1547673350,1066,1066
1547674954,1068,1068
1547675804,1070,1070
1547676880,1065,1065
1547677713,1066,1066
1547678553,1061,1061
1547680252,1065,1065
1547681327,1066,1066
1547682640,1063,1063
1547683873,1068,1068
1547684076,1071,1071
1547685767,1070,1070
1547687015,1073,1073
1547687691,1075,1075
1547688514,1079,1079
1547689837,1067,1067
1547691041,1070,1070
1547692539,1084,1084
1547693742,1083,1083
1547694906,1086,1086
1547696281,1087,1087
1547698485,1091,1091
1547699316,1094,1094
1547701012,1092,1092
1547702154,1095,1095
1547703705,1103,1103
1547705467,1104,1104
1547707358,1103,1103
1547708203,1105,1105
1547709364,1095,1095
1547710887,1092,1092
1547712899,1095,1095
1547713721,1098,1098
1547715341,1095,1095
1547717323,1095,1095
1547719021,1094,1094
1547720925,1096,1096
1547721759,1097,1097
1547722597,1098,1098
1547723767,1093,1093
1547725377,1087,1087
1547726793,1086,1086
1547728299,1088,1088
1547728970,1090,1090
1547730896,1083,1083
1547731734,1085,1085
1547732579,1070,1070
1547734485,1065,1065
1547735756,1056,1056
1547737070,1060,1060
1547738444,1070,1070
1547739756,1077,1077
1547740911,1078,1078
1547742043,1080,1080
1547743388,1094,1094
1547744198,1095,1095
1547745353,1095,1095
1547746121,1099,1099
1547747732,1100,1100
1547749721,1100,1100
1547750554,1096,1096
1547751403,1097,1097
1547752743,1093,1093
1547753873,1084,1084
1547754993,1084,1084
1547756143,1081,1081
1547756911,1083,1083
1547758120,1080,1080
1547759672,1067,1067
1547761359,1062,1062
1547763272,1064,1064
1547764895,1058,1058
1547766873,1057,1057
1547768574,1047,1047
1547770495,1043,1043
1547772154,1030,1030
1547773847,1026,1026
1547775650,1027,1027
1547777690,1032,1032
1547779379,1033,1033
1547780693,1042,1042
1547782131,1047,1047
1547783798,1039,1039
1547785735,1041,1041
1547786576,1030,1030
1547787446,1031,1031
1547788487,1029,1029
1547790101,1024,1024
1547790997,1026,1026
1547792091,1029,1029
1547793707,1025,1025
1547795464,1033,1033
1547796888,1032,1032
1547799292,1030,1030
1547800907,1027,1027
1547801818,1028,1028
1547802882,1027,1027
1547803741,1030,1030
1547804569,1028,1028
1547806555,1027,1027
1547807320,1026,1026
1547808994,1023,1023
1547810149,1020,1020
1547811318,1020,1020
1547812591,1013,1013
1547813755,991,991
1547815381,975,975
1547817294,965,965
1547818997,925,925
1547819817,924,924
1547820953,900,900
1547822153,857,857
1547823434,843,843
1547824498,846,846
1547825333,849,849
1547826935,830,830
1547828166,836,836
