DateTime,Entries,UniqueIPs
1547889723,2687,2712
1547890923,2676,2701
1547892122,2663,2687
1547893322,2669,2693
1547894522,2645,2667
1547895724,2693,2715
1547896323,2718,2742
1547896923,2664,2689
1547898122,2639,2662
1547899323,2644,2667
1547899923,2644,2666
1547900522,2646,2668
1547901724,2618,2637
1547902323,2626,2645
1547902924,2611,2630
1547903523,2611,2630
1547904122,2604,2623
1547905322,2653,2672
1547905922,2645,2664
1547906523,2647,2666
1547907724,2663,2683
1547908323,2654,2674
1547908923,2698,2719
1547909523,2730,2751
1547910123,2732,2753
1547911322,2719,2740
1547911922,2695,2716
1547912523,2640,2660
1547913723,2716,2736
1547914323,2694,2714
1547914923,2708,2729
1547915523,2713,2735
1547916122,2721,2743
1547917324,2751,2773
1547918523,2738,2760
1547919722,2759,2781
1547920322,2776,2798
1547920923,2723,2745
1547921524,2728,2750
1547922123,2739,2761
1547922723,2746,2768
1547923323,2750,2774
1547924523,2732,2757
1547925722,2727,2752
1547926923,2684,2707
1547928123,2674,2698
1547929322,2706,2730
1547930523,2560,2582
1547931723,2563,2585
1547932922,2503,2523
1547933524,2488,2508
1547934123,2459,2479
1547935322,2526,2547
1547935923,2513,2534
1547936523,2513,2534
1547937123,2518,2539
1547937722,2495,2516
1547938324,2493,2514
1547938923,2528,2550
1547939523,2552,2575
1547940123,2536,2559
1547940724,2542,2565
1547941323,2567,2591
1547942524,2522,2545
1547943722,2565,2589
1547944922,2524,2547
1547946123,2511,2534
1547947322,2499,2522
1547948523,2496,2519
1547949723,2544,2571
1547950323,2528,2555
1547950922,2455,2482
1547951523,2427,2454
1547952123,2403,2430
1547953323,2421,2448
1547953922,2430,2457
1547954524,2434,2461
1547955123,2430,2457
1547955722,2432,2459
1547956923,2412,2439
1547958124,2441,2470
1547959323,2450,2479
1547959923,2423,2452
1547960522,2462,2491
1547961723,2407,2435
1547962923,2421,2450
1547964123,2399,2428
1547964724,2406,2435
1547965323,2439,2469
1547965922,2418,2448
1547966522,2423,2453
1547967122,2402,2432
1547967723,2395,2425
1547968922,2409,2440
1547969523,2431,2464
1547970122,2452,2485
1547971322,2471,2505
1547971924,2467,2500
1547972523,2376,2409
1547973723,2398,2431
1547974923,2397,2430
1547976123,2365,2398
1547976723,2368,2402
1547978523,2370,2404
1547979723,2403,2437
1547980923,2388,2422
1547981524,2359,2392
1547982123,2313,2346
1547982723,2282,2316
1547983322,2283,2317
1547984522,2209,2239
1547985723,2214,2245
1547986923,2193,2224
1547988123,2200,2231
1547988723,2189,2220
1547990522,2179,2209
1547991123,2212,2243
1547991723,2223,2253
1547992323,2241,2271
1547992922,2248,2278
1547994123,2267,2297
1547994722,2250,2280
1547995323,2195,2222
1547996523,2233,2261
1547997123,2217,2244
1547998323,2194,2221
1547998923,2230,2257
1548000124,2281,2313
1548000723,2298,2331
1548001323,2321,2354
1548001922,2293,2325
1548002523,2271,2303
1548003723,2294,2326
1548004923,2326,2358
1548006122,2351,2385
1548007323,2374,2407
1548007923,2389,2422
1548008524,2394,2427
1548009123,2390,2423
1548009723,2391,2424
1548010323,2374,2407
1548010923,2378,2411
1548012123,2389,2422
1548012723,2394,2427
1548013323,2395,2428
1548014523,2444,2477
1548015123,2506,2539
1548015723,2519,2549
1548016922,2567,2597
1548017523,2573,2603
1548018123,2581,2611
1548019322,2590,2620
1548019923,2600,2631
1548020523,2601,2632
1548021123,2627,2658
1548021723,2651,2680
1548022923,2661,2691
1548024123,2601,2630
1548025324,2591,2620
1548025924,2566,2592
1548026523,2556,2582
1548027122,2576,2604
1548027723,2595,2623
1548028322,2580,2608
